target,drug,label
Q9BY32,DB07815,0
P35222,DB04837,0
Q16348,DB04917,0
P07900,DB02424,1
Q9NYA1,DB05255,0
Q8WWQ8,DB04824,0
O75438,DB04617,0
P54760,DB06732,0
Q8IVL6,DB06795,0
Q13224,DB00949,1
P10636,DB00376,0
P23258,DB01590,0
P24941,DB07065,1
O94768,DB07626,0
Q7L3T8,DB07465,0
Q13393,DB04883,0
Q86YB8,DB02984,0
Q9UNI1,DB03890,1
P31644,DB01107,1
P23416,DB00466,1
Q03181,DB05187,1
Q8IVL5,DB07105,0
P20309,DB00332,1
P30825,DB00129,1
P10635,DB01129,1
P01848,DB00616,0
P21918,DB00408,1
P20701,DB00854,0
P41240,DB08360,0
Q04609,DB07099,0
Q9H2S1,DB05511,0
O15145,DB05219,0
P05023,DB00903,1
P06732,DB00148,1
P49721,DB00188,1
P07919,DB07763,1
P30532,DB01136,0
P41595,DB00370,1
P01023,DB01835,0
P21728,DB00397,1
Q93088,DB02337,1
P14920,DB07954,0
P35367,DB00920,1
P20248,DB08233,1
Q9H4Y5,DB01010,0
Q9UL54,DB00425,0
P84077,DB03690,0
O60840,DB02034,0
P52732,DB00188,0
P18505,DB01437,1
P11712,DB00655,1
P20815,DB06772,1
P78362,DB03896,0
Q4U2R8,DB00493,1
P30536,DB00962,1
Q9Y2Z4,DB00135,1
P47985,DB06858,0
Q9HD40,DB06741,0
P10635,DB06016,1
Q15303,DB08916,1
P07204,DB02457,0
Q8NEB9,DB07246,0
Q03013,DB03706,1
P23368,DB01677,1
P68363,DB08001,0
P41595,DB06853,0
P10635,DB04920,1
P29474,DB02141,1
P08684,DB00540,1
P54710,DB06882,0
O15111,DB02054,0
P10515,DB00157,1
P54646,DB00495,0
O60568,DB00139,1
P10275,DB02901,1
P18031,DB02072,1
P05067,DB01022,0
O95180,DB04381,0
Q15759,DB08387,0
P08684,DB01194,1
P08684,DB01067,1
P09668,DB06961,0
P08913,DB00408,1
P27707,DB07840,0
P15538,DB00292,1
Q8WU03,DB08560,0
P08908,DB00359,0
Q9NSD9,DB06764,0
P78334,DB00543,1
P50579,DB02310,1
P01764,DB07340,0
P00747,DB00517,0
O00244,DB07855,0
P12931,DB00685,0
Q9P0Z9,DB07847,0
Q9UN88,DB00312,1
P40429,DB08437,1
P11229,DB00458,1
P20309,DB00747,1
P48169,DB00440,0
P10636,DB01681,0
P30837,DB02463,0
P26196,DB02833,0
P10635,DB01128,1
Q99470,DB07342,0
Q13936,DB01115,1
P27338,DB01367,1
P08684,DB00773,1
P15121,DB02052,0
P01133,DB04454,1
O75306,DB07614,0
Q9NUV7,DB00573,0
P49247,DB03726,0
P13051,DB07730,0
Q9HD40,DB01043,0
Q5JTZ9,DB00160,1
P02788,DB01811,1
P07477,DB07677,0
Q14994,DB06992,0
P20813,DB00531,1
P33261,DB00317,1
P31153,DB08334,0
P07550,DB00221,1
P42262,DB01352,1
P14416,DB01063,1
P41595,DB06016,1
Q13224,DB06738,1
Q14524,DB00192,1
O14832,DB00833,0
Q96QT4,DB01717,0
Q9UKL6,DB07324,0
P62750,DB07374,1
O00206,DB05475,1
P08684,DB01206,1
P24941,DB02452,0
Q14524,DB03010,0
O43497,DB08345,0
Q9Y6M4,DB07664,1
Q06124,DB00379,0
Q99873,DB00548,0
P07477,DB05399,0
P15692,DB03754,1
Q86XF0,DB08358,0
P35348,DB00450,1
O75899,DB08258,0
P17612,DB07996,1
P35498,DB01121,1
Q9Y2J8,DB00155,1
Q9Y5Y6,DB01134,0
P09874,DB03722,1
Q9GZP0,DB05465,1
P14555,DB05053,0
P17302,DB03401,0
P49916,DB00212,0
P06746,DB00987,1
P10632,DB00741,1
P24666,DB08224,0
Q13621,DB00214,1
P52209,DB01160,0
P14061,DB00157,1
P35367,DB08936,1
P11474,DB02068,0
P11509,DB00882,1
P29323,DB03451,0
P51168,DB00384,1
P47870,DB01708,1
P16499,DB00865,0
P08519,DB00513,1
O75251,DB00622,0
P34969,DB08815,1
P59998,DB08220,0
P04798,DB01065,1
P00167,DB08350,0
P80192,DB06850,0
P29274,DB03307,0
P08684,DB00444,1
P12931,DB02908,1
P14679,DB00600,1
P47989,DB01380,0
P19793,DB00459,1
Q96LZ3,DB07666,0
P24462,DB00673,1
Q9UJ70,DB00156,0
P05177,DB00382,1
P48735,DB08085,0
P62258,DB03061,0
P22455,DB01320,0
P35368,DB06144,1
P35557,DB07359,1
Q01959,DB01255,1
Q8N142,DB11362,0
P33261,DB01093,1
P22694,DB02363,0
Q08289,DB04855,1
P18089,DB01186,1
P20711,DB00915,1
P08684,DB00313,1
Q02252,DB00841,0
P29475,DB03147,1
P54368,DB00129,1
P52732,DB08400,0
P41240,DB02093,0
P04798,DB08615,0
P13639,DB04315,1
P23368,DB02508,0
P33261,DB00983,1
Q13231,DB07749,0
P08581,DB04677,0
P43119,DB08335,0
P10635,DB00641,1
Q92876,DB03643,0
P30536,DB01198,1
P00742,DB08174,1
P00734,DB06911,1
Q9HB55,DB01615,0
P33261,DB01181,1
P63151,DB06936,0
Q8IUZ5,DB00114,1
P30536,DB03428,0
P35372,DB00904,1
P45954,DB07795,0
P12931,DB07255,0
Q99928,DB01205,1
P04632,DB01977,0
P04424,DB09049,0
Q14376,DB03095,1
Q9Y2D0,DB02570,0
P05181,DB00549,1
Q9ULA0,DB01031,0
P16389,DB03397,0
P30531,DB04697,0
P09668,DB02140,1
O00519,DB00818,1
P48448,DB00157,1
P22894,DB08263,0
P34972,DB07793,0
P24941,DB07504,1
P17612,DB02155,1
Q03403,DB04821,0
P20815,DB01118,1
P27815,DB00824,1
P54577,DB01766,1
Q13838,DB02325,1
P14598,DB01183,0
Q9ULX7,DB00819,1
Q05513,DB07443,0
Q16445,DB01496,1
P17252,DB03115,0
P35348,DB00831,1
P17174,DB02535,0
P11712,DB00672,1
P13500,DB04514,0
P14867,DB01215,1
Q16322,DB06637,1
P22607,DB02773,0
P47870,DB01595,1
P53355,DB00153,0
P31350,DB08293,0
P36896,DB00171,1
P33261,DB01098,1
Q92831,DB04688,0
P34903,DB01352,1
Q05901,DB03449,0
P20815,DB00425,1
P06881,DB04416,0
P15121,DB02132,1
P28335,DB00734,1
P35625,DB00342,0
Q9NY65,DB00724,0
P15121,DB07030,1
O43681,DB03981,0
P29377,DB01088,0
P10632,DB01234,1
P26447,DB07455,0
Q8N159,DB08422,0
P23786,DB00583,1
Q99928,DB00794,1
P00734,DB06929,1
P33261,DB01211,1
Q96NX5,DB04954,0
O43677,DB00157,1
Q8N1C3,DB00839,0
O15375,DB08149,0
P43116,DB01741,0
P46098,DB00377,1
P63316,DB04513,1
P17538,DB07899,1
P11488,DB07302,0
P42262,DB03759,1
P33261,DB00257,1
P49619,DB08626,0
P53778,DB07606,0
P53779,DB05479,0
Q8IVS2,DB07344,1
P07339,DB04797,0
P48169,DB01205,1
Q99928,DB00543,1
Q96Q83,DB01833,0
Q92953,DB08045,0
P08473,DB08626,1
O95069,DB08163,0
P35398,DB04803,0
P10515,DB03760,1
Q9Y2D0,DB00909,1
P0CG47,DB06956,0
P18509,DB08023,0
P51151,DB04315,1
P06276,DB08893,1
Q9UDR5,DB00849,0
P10635,DB04861,1
Q15788,DB06927,1
Q12879,DB01159,1
P41595,DB04505,0
P35222,DB09076,0
P47869,DB00801,1
P08912,DB00420,1
P28566,DB01224,1
P21589,DB08549,0
P13866,DB03222,0
Q9NS18,DB02741,0
P10635,DB01197,1
P20309,DB00725,1
P42262,DB07087,0
P00734,DB07440,1
P00325,DB02481,1
Q9NTG7,DB03925,0
P01375,DB05676,1
P09467,DB07270,1
Q99643,DB04648,0
P19634,DB08244,0
P41091,DB06882,0
P21912,DB08574,0
P08100,DB03381,1
P14621,DB06918,0
P26358,DB07970,0
P21283,DB01694,1
P22694,DB01354,0
Q9Y286,DB03442,0
P20648,DB03894,0
P68133,DB08080,1
P55210,DB08631,0
P04183,DB00432,1
P49588,DB02492,0
Q07021,DB02029,0
P51003,DB01231,0
P03372,DB07678,1
P21917,DB00363,1
P20815,DB00444,1
P14061,DB04391,0
P20815,DB01211,1
P08684,DB08877,1
P07477,DB03016,1
P17707,DB00118,1
O75489,DB00997,1
P22894,DB01541,0
P36542,DB08629,1
P00746,DB00877,0
Q00975,DB00381,1
P14410,DB04295,0
O43617,DB00780,0
P37231,DB00328,1
Q13258,DB00861,0
P10415,DB02563,0
Q16769,DB07720,0
P47895,DB01182,0
P10635,DB00208,1
Q9NZV8,DB03929,0
P12268,DB00157,1
P20815,DB00490,1
P30536,DB00231,1
P22748,DB07213,0
P23297,DB00182,0
P14618,DB07628,1
P15531,DB01880,0
Q16222,DB06932,0
P33261,DB01095,1
O60760,DB07607,0
P00439,DB00310,0
P08684,DB00175,1
P07202,DB08383,0
O43739,DB03376,0
Q16647,DB04531,0
P01584,DB05412,1
P14416,DB01235,1
Q16790,DB04099,0
Q96L21,DB00628,0
Q08257,DB03461,1
P34096,DB00533,0
P18545,DB00195,0
P27815,DB00346,0
P11509,DB00281,1
P05177,DB01007,1
Q7Z406,DB07011,0
O00217,DB08258,0
P24941,DB04407,1
Q9UN19,DB06833,0
P08631,DB06616,1
P34972,DB01073,0
P07686,DB02813,1
P41240,DB07912,0
P50406,DB01488,1
P20815,DB00694,1
Q9UNI1,DB02114,1
O95263,DB00920,1
P08758,DB03959,1
P22392,DB01678,0
P08684,DB00696,1
P07900,DB08436,1
Q15842,DB09242,0
Q92781,DB00162,1
Q16566,DB07676,1
P39023,DB02383,0
Q96PR1,DB02152,0
P19634,DB00903,0
P48169,DB00402,1
P52209,DB05381,0
P10635,DB00589,1
P00403,DB02659,1
Q14145,DB08908,1
P04818,DB02796,0
P17538,DB08374,1
P00918,DB04549,1
P16442,DB04141,1
Q03426,DB01182,0
P10635,DB01409,1
P15336,DB07001,0
P35354,DB00605,1
P08684,DB01248,1
P61586,DB03701,0
P07101,DB00360,1
P31151,DB06127,0
P04798,DB00539,1
P00813,DB00277,1
O95864,DB03003,0
P49759,DB00159,0
Q16718,DB01016,0
P20815,DB00206,1
O95865,DB03466,0
P24462,DB01466,1
Q01082,DB01651,0
P49354,DB00245,0
Q9Y286,DB06930,0
P11388,DB09047,1
O14556,DB08733,0
P27487,DB07081,1
P08913,DB01200,1
Q09428,DB01382,1
P08913,DB00797,1
P08908,DB01359,1
P20813,DB00435,1
Q01959,DB01149,1
P50607,DB06887,0
P11926,DB04010,0
P03951,DB02988,0
Q9H4M7,DB06691,0
P31639,DB01095,0
P40306,DB01181,0
P18825,DB00540,1
P49773,DB01972,1
Q9Y2U5,DB07660,0
P60174,DB04868,0
P25789,DB08515,1
P11177,DB00301,0
P47870,DB00349,1
O43570,DB00999,1
Q8IWU9,DB00150,1
Q9BYF1,DB00691,1
P28223,DB01624,1
O95299,DB00968,0
P11229,DB00392,1
P60568,DB04278,1
P11387,DB00762,1
Q16698,DB03703,0
P00414,DB02659,1
Q9NP56,DB07135,0
Q7Z4J2,DB05786,0
P53667,DB07359,0
Q9UP95,DB00531,0
Q9UK17,DB00280,1
P55196,DB08574,1
Q9GZZ6,DB04574,0
P20472,DB07286,0
P05177,DB00673,1
Q06124,DB03893,0
P14780,DB07246,1
Q8TC12,DB00162,1
O43678,DB08907,0
Q16568,DB08499,0
P11712,DB01240,1
Q9BYZ2,DB07022,0
P42261,DB04982,1
P35228,DB00833,0
P35916,DB02963,0
P04798,DB04975,1
P08100,DB00726,0
P10635,DB00412,1
Q9UHI5,DB00160,1
P15559,DB08011,0
O60391,DB01159,1
P42262,DB04599,1
P28223,DB00413,1
P10635,DB04905,1
P07947,DB04578,0
P31153,DB00321,0
P09960,DB03381,0
P08684,DB00393,1
P35372,DB01548,1
P33261,DB01132,1
P16455,DB02216,1
P20309,DB06709,1
P05412,DB00852,1
Q9UNK4,DB00900,0
P21728,DB02767,0
P16442,DB04234,0
O95470,DB08683,0
P51003,DB07917,0
P24941,DB08126,1
P35557,DB08118,1
P49336,DB07829,0
P0CG29,DB00645,0
Q05329,DB00142,1
Q9BZZ2,DB03721,1
P80075,DB02315,0
P10632,DB01182,1
Q99928,DB08533,0
P19440,DB04090,0
P53779,DB02388,1
Q16836,DB03059,1
P35348,DB00800,1
P48449,DB07493,0
P13196,DB00114,1
P05177,DB01166,1
P05177,DB01002,1
Q92831,DB08569,0
Q12809,DB00661,1
P05362,DB06243,0
O14594,DB02379,1
P21917,DB00409,1
P08684,DB00455,1
P14625,DB03719,1
P24347,DB02872,0
P10606,DB00722,0
P20815,DB00446,1
P04731,DB01282,0
P22303,DB01364,1
P47985,DB03201,0
P04350,DB07489,0
Q9UBT6,DB07435,1
P00491,DB03783,0
Q9NPA2,DB07182,0
Q8WWL2,DB08080,1
P04798,DB01013,1
Q9NZK7,DB02448,1
P08173,DB06702,1
P15954,DB04464,1
P61925,DB08231,1
O00764,DB02691,0
P17252,DB08293,0
O75521,DB02080,0
P07477,DB02063,1
Q13882,DB07115,0
Q9HAB3,DB02350,0
P35348,DB01403,1
P29460,DB07614,0
P19367,DB02007,1
P52788,DB00123,0
P00749,DB01905,1
P24462,DB04946,1
P12724,DB00270,0
P21728,DB00800,1
Q9HB55,DB00735,0
Q04828,DB06841,0
Q9H4G4,DB06802,0
P36952,DB02755,0
P17787,DB05855,1
Q9Y697,DB01429,0
P11229,DB01151,1
Q16678,DB05271,0
Q05932,DB00293,1
Q16445,DB00186,1
P43681,DB01352,1
P20472,DB01001,0
P37231,DB08435,1
P33261,DB00425,1
P48147,DB08441,0
Q05586,DB00454,1
Q06187,DB01863,1
P05177,DB00934,1
O15554,DB00228,1
Q16613,DB03341,1
P51161,DB00688,0
P20132,DB02890,0
O75911,DB00162,1
Q6PI48,DB00128,1
P35354,DB00945,1
Q16539,DB01761,1
Q12797,DB00139,1
P10632,DB00363,1
P18505,DB00228,1
Q16445,DB00228,1
P10635,DB00731,1
P32297,DB05095,0
P48449,DB02016,1
P15104,DB06774,1
O00591,DB00628,1
P07947,DB00800,0
Q9BVA1,DB06928,0
P18509,DB03988,1
P60174,DB01756,0
P14174,DB01880,1
O14965,DB07266,1
P11511,DB03415,0
P01375,DB00668,1
P47895,DB02710,0
P11712,DB00222,1
P08174,DB07274,0
P48443,DB01544,0
P14416,DB01069,1
P14060,DB06851,0
Q9BYF1,DB04351,0
Q9ULZ9,DB01632,0
P30405,DB01571,0
P30536,DB00402,1
P02741,DB01754,0
P05067,DB07657,0
Q9UIC8,DB08676,0
P28472,DB01558,1
O15375,DB02016,0
P10635,DB00246,1
P16444,DB01597,1
P07360,DB03419,0
P00749,DB00594,1
O95865,DB05137,0
P05164,DB03904,0
Q9NPA1,DB01919,0
Q16206,DB07605,0
P18405,DB07848,0
P18505,DB04775,0
P47869,DB00794,1
Q7L3T8,DB07940,0
Q8IZS8,DB07623,0
Q9HB40,DB07457,0
P24941,DB02950,1
P14416,DB01184,1
Q8WVQ1,DB02850,0
P08684,DB01142,1
P61073,DB03535,0
P05166,DB01442,0
P14174,DB08765,1
P24941,DB08139,1
O14764,DB01189,1
Q8IUR0,DB01085,0
Q12866,DB02570,0
P27815,DB00920,1
P48163,DB07946,0
O43739,DB03344,1
P41595,DB01142,1
Q9Y6L6,DB07856,0
P78334,DB00404,1
P48735,DB06825,0
P18825,DB09202,1
P37231,DB08560,1
P07686,DB03136,0
P05181,DB01355,1
P10632,DB00916,1
P29597,DB04008,0
P05093,DB04599,0
P45381,DB03276,0
Q99928,DB06898,0
P00749,DB03782,1
P51003,DB01173,0
P27816,DB01229,1
P36873,DB00816,0
P07900,DB00615,1
P10635,DB08901,1
P09455,DB00829,0
O00483,DB00387,0
P01138,DB01727,0
P33260,DB06684,1
P52569,DB00603,0
Q6UWM7,DB02185,1
P03923,DB01861,0
P23141,DB00762,1
P22894,DB07772,1
O14594,DB03980,0
P07711,DB07151,0
P09958,DB06930,0
P15336,DB00852,1
Q9NS85,DB00909,1
P28331,DB03877,0
P15531,DB02887,1
Q00975,DB07652,0
P48544,DB07741,0
P15538,DB01026,1
P07550,DB09080,1
P21728,DB00477,1
Q15102,DB04407,0
P08912,DB00934,1
Q8NET8,DB04552,0
Q00975,DB07302,0
P48449,DB07325,0
P04150,DB08867,1
O95180,DB00270,1
P08758,DB00139,0
Q9Y6F1,DB03968,0
P51788,DB02325,0
Q6L8H2,DB00429,0
Q13509,DB02568,0
P00797,DB03752,0
P25788,DB06833,0
P06276,DB01035,1
P18507,DB01559,1
P08514,DB07410,0
Q9UM07,DB07449,1
Q06432,DB00196,0
P04075,DB04854,0
P05177,DB00783,1
P51692,DB08296,0
P09488,DB01834,1
Q16790,DB03020,0
P04183,DB01692,1
P04150,DB08906,1
P28482,DB07364,0
O43676,DB01960,0
P18825,DB00182,1
Q15120,DB01076,0
P49721,DB03065,0
P23141,DB02420,0
P51512,DB02901,0
Q99808,DB03510,0
Q9Y2Q0,DB03292,0
P35372,DB01081,1
Q9UJS0,DB00128,1
P10275,DB08899,1
P78368,DB07247,0
O76082,DB08778,0
P01834,DB07416,1
Q92696,DB00750,0
P00156,DB07401,1
P01112,DB07324,0
Q7L0J3,DB00889,0
Q03405,DB06982,0
P08684,DB06176,1
P16499,DB06605,0
P12081,DB01157,0
Q05329,DB07350,0
P55210,DB05408,1
Q16134,DB04141,1
P78508,DB08051,0
P07998,DB04871,0
P33261,DB01120,1
Q14289,DB03103,0
P10721,DB06589,1
P08908,DB00247,1
P05108,DB00390,1
Q16698,DB03461,1
Q9NY72,DB00909,1
P11473,DB00146,1
P20815,DB00656,1
Q00535,DB04014,1
Q13126,DB04215,0
P10635,DB01079,1
P42898,DB00134,1
P11712,DB00624,1
P33261,DB00726,1
P78348,DB00505,0
P22694,DB01422,0
Q16795,DB00546,0
P18505,DB00842,1
Q9HCP0,DB01412,0
P20813,DB00454,1
Q8N543,DB08167,0
P19367,DB01579,0
Q15418,DB02915,0
P39086,DB07512,0
P14210,DB01689,0
Q16539,DB05412,1
P08172,DB00424,1
P07339,DB03456,0
Q8N5Z0,DB08526,0
P48163,DB08292,0
O15375,DB03133,0
P04150,DB00764,1
P05162,DB00245,0
Q9Y5K3,DB06993,0
P00734,DB08152,1
P22033,DB06938,0
P10635,DB00661,1
P11509,DB03783,1
Q8WY07,DB04552,0
Q71U36,DB08333,0
P10635,DB00454,1
P48449,DB00636,0
P07998,DB04514,1
P31645,DB02665,0
P35610,DB01094,1
Q12756,DB07796,0
P07711,DB02953,0
P19105,DB02569,0
Q9ULC6,DB05467,0
P49888,DB05420,0
P37288,DB04336,0
P34903,DB00683,1
P48147,DB07148,1
P21918,DB05271,1
P04150,DB00596,1
P10632,DB00468,1
Q9NP99,DB07531,0
P10721,DB01962,1
P07858,DB07160,1
Q9Y6L6,DB07853,0
P55157,DB08827,1
Q9NXE4,DB00144,1
Q14749,DB03777,0
Q16853,DB01275,1
P80188,DB00725,0
P54750,DB03003,0
P35228,DB00997,1
P08913,DB01392,1
P07225,DB07660,0
P49721,DB07405,0
O43739,DB07534,0
P08684,DB09068,1
O60858,DB08121,0
Q06520,DB01106,0
P48169,DB01354,1
P21817,DB04786,1
P08684,DB00580,1
Q8IVL5,DB00139,1
P06730,DB07306,0
Q07343,DB01427,1
Q16647,DB08675,1
P27707,DB02594,1
P33261,DB09049,1
Q9UM73,DB00146,0
Q9UBT6,DB00991,0
P78362,DB02733,1
P35368,DB01200,1
Q13002,DB03425,1
P20815,DB01174,1
Q6IA69,DB03595,0
P10398,DB04288,0
P08684,DB00949,1
P24311,DB04601,0
Q16850,DB05265,0
P48029,DB00148,1
P23458,DB08895,1
P13716,DB02234,0
Q16099,DB06061,0
P00709,DB08259,0
Q96BH3,DB01181,0
P63151,DB00486,0
Q9Y5N1,DB00370,1
P00734,DB02931,0
P08913,DB00182,1
Q9NPA2,DB07264,0
P00374,DB08448,1
P03956,DB08482,1
P14679,DB01055,1
Q13285,DB02497,0
P07204,DB07539,0
Q13509,DB03010,1
Q92731,DB02448,0
Q13426,DB01012,0
P11217,DB08151,1
P54219,DB08357,0
P00742,DB07872,1
P63208,DB07950,1
P03372,DB01406,1
O60294,DB08828,0
P10635,DB01107,1
P00734,DB00006,1
P22894,DB00786,1
Q9ULC6,DB04117,0
P13945,DB00368,1
P15289,DB03451,0
P12883,DB07596,0
P14621,DB07934,0
P00491,DB04260,1
Q6PI48,DB02620,0
P00734,DB06859,1
P36507,DB08911,1
P06746,DB08574,0
O14764,DB01589,1
P11229,DB00543,1
P51970,DB06866,0
Q08426,DB03950,0
Q9Y6L7,DB00197,0
P52961,DB01854,1
Q14376,DB08043,0
Q6NUS8,DB04216,1
P08684,DB06207,1
P20823,DB07187,0
P04637,DB06693,0
O43570,DB08546,0
Q14654,DB01392,1
Q9H306,DB01006,0
P38435,DB01125,1
P50747,DB01296,0
Q03721,DB07300,0
P21918,DB01238,1
P02144,DB02646,1
P20813,DB00197,1
P35222,DB00129,0
P41145,DB01565,1
P23526,DB04846,0
P08173,DB01238,1
P08684,DB04794,1
P51178,DB05316,0
P05121,DB01073,0
Q00975,DB08838,1
P08069,DB00916,0
P00352,DB04447,1
P19961,DB02730,1
P11388,DB00385,1
Q86XF0,DB01958,1
P36888,DB01268,1
Q8IUZ5,DB08954,0
Q6IA69,DB00142,1
P42345,DB00337,1
P08588,DB08558,1
P48169,DB01355,1
Q9UBT6,DB04325,0
Q06609,DB07662,0
P31645,DB01175,1
P35354,DB00773,1
O14732,DB01600,0
Q9UN88,DB01028,1
O43612,DB06401,0
P22748,DB02379,0
P51681,DB02681,0
P42336,DB06756,0
P54687,DB07755,0
Q15822,DB00411,1
P05177,DB00661,1
P68871,DB08262,1
Q13224,DB06151,1
Q9UQF2,DB07218,1
P15121,DB02020,1
P35247,DB02379,1
Q01581,DB00520,0
Q99798,DB04562,1
P42574,DB07696,1
P54760,DB07658,0
P10636,DB05511,0
P48169,DB01708,1
Q16706,DB02984,0
Q99835,DB05246,0
P32019,DB08562,0
Q07343,DB03226,0
P19440,DB00143,1
P08243,DB00174,1
P00374,DB07144,1
P30968,DB07269,0
P14867,DB00659,1
Q9NR96,DB05475,1
P08684,DB08899,1
P23219,DB01136,1
P20813,DB01037,1
P00749,DB07626,1
P19961,DB03088,1
P50213,DB08780,0
P05181,DB00428,1
Q16873,DB02647,0
P28221,DB00394,0
O00591,DB00683,1
P60174,DB07387,1
P33261,DB08896,1
P14868,DB08932,0
Q8TCU5,DB00392,1
P22748,DB01194,1
P29274,DB00195,0
P25774,DB08752,1
Q9Y6F1,DB03477,0
Q99928,DB00349,1
Q16647,DB04559,0
Q8N1C3,DB01107,1
Q9UGM1,DB02860,0
Q99928,DB01107,1
P10114,DB03702,0
P11712,DB00418,1
P24462,DB00531,1
P20815,DB06605,1
P00749,DB04645,0
O60391,DB00418,1
P35368,DB09128,1
Q9H252,DB01110,1
P09238,DB08658,0
Q9H2S1,DB03633,0
Q8IVL6,DB02034,0
P20815,DB00571,1
O43447,DB04365,0
Q8TET4,DB08503,0
P02144,DB03385,1
O00555,DB01244,1
O60656,DB06292,1
Q16539,DB03328,0
P28335,DB00714,1
Q99542,DB07253,0
O00206,DB05087,0
Q9Y5Y4,DB08294,0
P08319,DB07076,0
P01857,DB07375,1
P61925,DB08162,1
P20309,DB00835,1
Q9NR96,DB01733,0
P04746,DB04453,1
P12277,DB00148,1
P03372,DB01357,1
P11177,DB00157,1
P09237,DB06061,0
P49789,DB05039,0
P02788,DB03040,1
O95299,DB03722,0
P33261,DB01544,1
Q16539,DB08351,1
P01834,DB08289,1
P35348,DB00408,1
P16109,DB01929,0
P27695,DB03461,0
P09467,DB06997,0
P28335,DB00540,1
P33261,DB01037,1
P31937,DB05476,0
P23219,DB00936,1
P08173,DB01591,1
Q15800,DB07015,0
P38606,DB00290,0
P11712,DB00231,1
Q92876,DB08289,0
P11413,DB01357,0
P35368,DB04119,0
Q6IA69,DB04722,0
P18825,DB01200,1
P01008,DB02079,0
P08588,DB00866,1
P35348,DB00503,0
P29317,DB05428,0
P27338,DB00988,1
P45844,DB07353,0
P10828,DB03604,1
Q9UQM7,DB03663,0
Q9GZT4,DB07194,0
Q96I15,DB03536,0
Q16718,DB04356,0
Q13554,DB06775,0
P22748,DB00728,0
O60391,DB09049,0
P50225,DB00924,0
P06276,DB00515,1
P18505,DB01594,1
Q7Z4J2,DB00732,0
P47869,DB01198,1
Q04828,DB08065,0
Q96DP5,DB07324,0
P35869,DB00727,0
P09417,DB00166,0
Q14654,DB00308,1
Q96I59,DB08618,0
P35228,DB01997,1
P33261,DB08899,1
Q02880,DB08651,1
P28223,DB00540,1
P08172,DB00387,1
P08514,DB03835,0
Q701N4,DB00171,0
P00491,DB02796,1
P10606,DB04464,1
P18825,DB00370,1
P20815,DB04957,1
P10276,DB03185,0
Q7L5Y9,DB01035,0
Q8WUI4,DB06858,0
P28476,DB01594,1
P36959,DB01972,1
P08253,DB07625,0
P09884,DB00842,0
P22303,DB03899,0
Q96KS0,DB00783,0
P51692,DB02452,0
O60568,DB04493,0
P18848,DB06693,0
Q9UGI6,DB02221,0
P36959,DB01063,0
P10635,DB00528,1
P28070,DB01034,0
P08684,DB00617,1
P43681,DB00514,1
Q9UNX9,DB07165,0
P11229,DB00767,1
P80365,DB00157,1
P23141,DB02581,0
Q14571,DB04920,0
P31153,DB00118,1
Q7L5Y9,DB03594,0
P54802,DB00183,0
Q8WWQ8,DB06936,0
P35968,DB08875,1
P37088,DB02398,0
P10632,DB00586,1
Q8TET4,DB07298,0
P54687,DB03565,0
P40394,DB01116,0
Q9HD40,DB00875,0
P20701,DB00812,0
P10635,DB00334,1
Q16877,DB06795,0
P10635,DB01093,1
P05023,DB01396,1
P27708,DB08846,0
P53779,DB01248,0
Q7Z2H8,DB00596,0
P20701,DB00227,1
Q9H244,DB00374,1
P35348,DB06711,1
P46459,DB01902,1
P43681,DB08418,0
P00374,DB03461,1
Q05513,DB06697,0
P30968,DB01406,1
P61927,DB07374,1
Q96LB9,DB03848,0
P08684,DB00472,1
P48169,DB01107,1
P25788,DB00188,1
Q9BWD1,DB03390,0
P04150,DB00846,1
P62491,DB07689,0
P61313,DB02733,0
P10635,DB01234,1
P30085,DB08296,0
P08684,DB00546,1
P06737,DB03731,0
P05164,DB00233,1
Q02221,DB07652,0
P06280,DB05018,1
P20309,DB00517,1
P06401,DB00603,1
P15954,DB07060,0
Q9NS18,DB03929,0
P20339,DB00555,0
P05177,DB00502,1
P20815,DB04946,1
P52732,DB04331,1
P17568,DB00380,0
P43235,DB04234,1
P07686,DB03861,1
P08912,DB00458,1
P35568,DB01766,0
P50213,DB02597,0
Q99884,DB00172,1
P30793,DB03951,0
P27487,DB07412,1
P32745,DB00161,0
P24462,DB01238,1
P04150,DB01013,1
Q8TC12,DB01067,0
P22749,DB07530,0
Q9NXA8,DB08329,0
Q9UN88,DB01437,1
O14949,DB07089,0
P33260,DB07670,1
P13929,DB03109,0
P60900,DB08816,0
P17612,DB07858,1
P18507,DB00228,1
P10632,DB06738,1
P61160,DB01130,0
Q8IWT1,DB02079,0
Q00653,DB00945,1
P28335,DB00363,1
O75390,DB04636,0
P49356,DB06663,0
P15121,DB08772,1
Q15800,DB02622,0
Q7L3T8,DB00778,0
O00142,DB08678,0
Q9UDW1,DB07895,0
Q9UDX3,DB01046,0
P31645,DB00656,1
P04798,DB00325,1
Q9NP99,DB04271,0
P00568,DB04140,0
Q13126,DB02281,1
P11217,DB01823,1
O95298,DB05838,0
P35625,DB03040,0
P37231,DB07053,1
Q9UHW9,DB01961,0
P61927,DB08437,1
P10275,DB08035,1
P05181,DB01236,1
P05089,DB02689,1
P21980,DB01741,0
P35348,DB04933,0
Q99928,DB00628,1
P10632,DB01009,1
P04746,DB02218,1
P16581,DB07187,0
P11172,DB03310,0
