target,drug,label
Q07343,DB07954,1
Q9NY72,DB03162,0
P03915,DB08383,0
P02766,DB02044,0
P23280,DB04665,1
P00282,DB04100,1
P18505,DB12537,1
P35348,DB00368,1
P17735,DB00168,0
P07332,DB09049,0
P50281,DB11948,0
P15636,DB03857,0
Q9UDR5,DB01002,0
Q99928,DB00141,0
Q04206,DB18804,1
O75311,DB06741,1
P41143,DB00193,1
Q96DB2,DB11841,1
P0A9D2,DB12680,0
P16112,DB00645,0
P27816,DB11638,1
Q9NPB1,DB14508,0
P18505,DB00690,1
Q8TDR2,DB03073,0
Q08188,DB07854,0
P18825,DB01238,1
Q99814,DB01775,0
Q92769,DB01807,0
Q5JVS0,DB08818,1
Q01959,DB17032,1
Q13362,DB04562,0
O43677,DB00157,1
Q72EF3,DB11673,0
P28340,DB13837,0
Q9NXB9,DB00132,1
P35030,DB03637,1
P52197,DB04053,1
Q9WXS0,DB05220,0
P27302,DB00202,0
P20309,DB00193,1
P00101,DB07051,0
P30411,DB08762,0
Q04917,DB04123,0
P43166,DB04351,0
L0DSL2,DB12140,0
Q9UNQ0,DB04734,0
Q8NET8,DB12364,0
P10275,DB08867,1
P51800,DB04552,1
Q8N1C3,DB01587,1
P46059,DB01212,1
P35228,DB14921,0
P59998,DB13520,0
P32297,DB03363,0
Q3J1A5,DB04147,1
P11474,DB11662,0
P11229,DB00767,1
Q9Y6K9,DB07431,0
P25098,DB11691,0
P22460,DB17059,0
P55157,DB08827,1
Q16515,DB00594,1
Q8XJ01,DB09409,0
P09917,DB12010,1
P36544,DB12145,1
P14867,DB00371,1
P34903,DB00829,1
O94804,DB07720,0
Q9NXA8,DB16446,0
Q8IVS2,DB04514,0
P13716,DB11666,0
P56381,DB01353,0
Q9UBM7,DB02552,0
P18089,DB09202,1
P20020,DB01189,1
Q96Q83,DB08562,0
P00813,DB07785,1
P0A749,DB02995,1
P43700,DB00783,0
Q59931,DB14876,0
P10721,DB04868,1
P33121,DB07046,0
P03923,DB00157,1
Q83QN9,DB16310,0
Q59192,DB06447,0
P29475,DB02027,1
P30101,DB04523,0
P09493,DB00668,0
P27487,DB06797,0
P43166,DB00703,1
Q13554,DB12571,1
P01375,DB01407,1
P09619,DB14840,1
P54756,DB06314,0
Q8II92,DB02537,0
O75891,DB01182,0
P00533,DB12966,1
O14949,DB07763,1
O15111,DB07751,0
P13001,DB11638,0
P35498,DB09345,1
P0A8D6,DB00154,0
P34972,DB11755,1
P08842,DB02735,1
P07919,DB04141,1
P9WPQ5,DB07615,0
P20648,DB00338,1
P49761,DB12010,1
P98002,DB09185,0
Q9PM68,DB00845,0
P00864,DB00792,0
P00750,DB02463,1
P01023,DB14487,1
P39639,DB08643,0
P06971,DB02626,1
P35080,DB02017,0
Q8WYK2,DB01143,0
O43526,DB06156,0
Q63HM9,DB01247,0
Q9RZ04,DB02042,0
P48736,DB12400,1
P35228,DB02044,1
P25100,DB00934,1
Q82IZ1,DB07648,0
P17516,DB16315,0
O00305,DB01054,1
P41145,DB11490,1
P29317,DB08896,1
P10828,DB01118,1
P06276,DB01226,1
Q01468,DB06857,0
P04150,DB09083,0
P04054,DB06311,1
P14900,DB08107,1
P11388,DB11999,1
P04070,DB00170,1
P19424,DB14941,0
P22557,DB00114,1
O60218,DB02931,0
Q12866,DB12010,1
P23297,DB00768,1
Q04828,DB03461,1
P36544,DB08823,1
P54289,DB12743,1
P43405,DB08361,1
Q15822,DB08011,0
P38940,DB02379,1
P20309,DB03128,1
P23467,DB15391,0
Q13231,DB04350,1
P00918,DB04066,1
P39135,DB17039,0
P21728,DB06016,0
P26639,DB01676,0
Q9X1F0,DB08661,0
Q9XB59,DB09083,0
P46439,DB15493,0
Q13423,DB00157,1
Q13546,DB03679,0
O14649,DB01159,1
P18505,DB15490,1
P10809,DB12101,0
P34903,DB00404,1
P28222,DB00952,1
P14867,DB11901,1
P04150,DB13158,1
Q14003,DB04069,0
P21731,DB11519,1
Q9U8D3,DB03510,1
P07477,DB01745,1
P06307,DB07684,0
Q99928,DB01437,1
Q12908,DB02228,0
P55017,DB00436,1
P03951,DB07212,1
O43181,DB13949,0
P02794,DB11655,0
Q86VZ5,DB07149,0
Q01668,DB01118,1
P31645,DB00408,1
Q15238,DB04938,0
P41222,DB09185,0
P14900,DB02314,1
Q13255,DB19314,0
P09871,DB02371,1
Q8N1C3,DB13872,1
P01111,DB12681,1
O66145,DB00869,0
P01877,DB04818,0
P00374,DB02427,1
P47870,DB01587,1
P0CG22,DB02532,1
Q8N1C3,DB01437,1
P07254,DB04628,1
P11177,DB06429,0
Q9Y6K9,DB14672,0
P28335,DB00805,1
P15954,DB04464,1
Q15800,DB08375,0
O75908,DB14128,0
Q3J1A6,DB07514,0
P02787,DB14489,1
P20292,DB16346,1
Q9Y4H2,DB01536,0
P16083,DB08744,1
P07900,DB00615,1
P00439,DB14911,0
O14764,DB01956,1
P78334,DB01215,1
P04150,DB00846,1
Q16790,DB11672,1
P04818,DB14859,1
O15511,DB07779,0
P43003,DB00142,1
Q01718,DB00153,0
P60709,DB03496,0
P17174,DB00114,1
Q9HTN2,DB12758,0
P50597,DB03309,1
P9WKE1,DB03846,1
P10275,DB01395,1
Q05940,DB05381,1
O95168,DB03214,0
Q5SHQ5,DB12486,0
Q9BW91,DB04352,1
P35372,DB14881,1
P34903,DB00241,1
Q65CX5,DB02521,0
Q8RQP5,DB03403,1
Q46220,DB08587,0
P95468,DB02758,1
Q05586,DB02655,1
P22455,DB08901,1
P49327,DB11950,0
Q96I59,DB00174,1
P0ABE7,DB02182,1
P25524,DB04135,1
P08686,DB07046,0
P15587,DB02438,1
Q08210,DB01117,1
P00811,DB04293,1
P13196,DB03065,0
P08581,DB15133,1
P00742,DB07605,1
Q9Y2D0,DB00509,0
P30626,DB11093,1
Q55793,DB01822,0
P24182,DB08074,1
P00558,DB03190,0
O14757,DB03854,0
O14732,DB02715,0
P14416,DB13511,1
P35372,DB08861,1
P0A8X2,DB12255,0
Q92945,DB06040,0
P22303,DB19353,1
Q8GIQ0,DB03818,0
P08908,DB00363,1
P23219,DB07981,1
P60493,DB08645,0
P49810,DB05289,1
Q9UIX4,DB03627,0
P51649,DB01980,0
P06401,DB08181,0
P11362,DB09078,1
P15925,DB04248,0
Q9PM68,DB06894,0
Q9UIC8,DB07556,0
P06988,DB00786,0
P08243,DB00142,1
P56181,DB08608,0
Q72EF3,DB02105,0
Q6W5P4,DB12319,0
P04629,DB15822,1
P31645,DB04889,1
Q13547,DB14487,1
Q16445,DB01589,1
P01877,DB00881,0
Q7RTX0,DB04350,0
P02943,DB14840,0
P0AEK7,DB08165,0
P00362,DB08231,0
P35913,DB03938,0
O67931,DB06901,0
Q96RR4,DB12010,1
Q4W9V8,DB02527,0
Q99572,DB00964,0
P29275,DB07541,0
Q9UN88,DB01511,1
P68366,DB03450,0
Q8GGK7,DB00993,0
P23434,DB11650,0
Q14524,DB06603,0
P00864,DB00985,0
O43741,DB12010,1
P0A7V8,DB12126,0
Q9BY41,DB12645,1
P08506,DB01000,1
Q16698,DB01940,0
Q9UM07,DB07838,0
Q13315,DB16148,0
O00591,DB01956,1
P10176,DB02659,1
P23827,DB09230,0
P15559,DB00266,1
P27361,DB15281,1
P00390,DB17022,0
P0A333,DB04244,0
P18825,DB09128,1
Q8NER1,DB12428,1
P43700,DB01405,1
Q9NSA2,DB18773,0
P15085,DB07351,1
P47898,DB08839,1
P35914,DB03662,0
P43235,DB12239,1
O95069,DB01037,0
P70174,DB00154,0
Q8NFJ5,DB00755,1
P50440,DB00129,1
P53779,DB12010,1
P29218,DB14508,1
P80561,DB07154,0
Q99928,DB13837,1
Q2QJL3,DB03708,0
Q15738,DB00157,1
P0CG48,DB07934,0
Q9Y6M9,DB03989,0
P49419,DB02859,0
P41143,DB01192,1
P30044,DB05428,1
P37231,DB03756,1
P35243,DB00319,0
P11597,DB06630,1
P11474,DB00896,1
O60840,DB04769,0
Q8VTT5,DB08330,0
Q07343,DB00277,1
P67936,DB05018,0
P15531,DB02095,0
Q15842,DB01154,1
P0A884,DB03761,1
P14751,DB05492,0
P44801,DB00295,0
P16581,DB01136,1
P77674,DB04401,1
Q13237,DB07849,0
P10915,DB07285,0
P0CG22,DB07765,1
Q13946,DB00201,1
Q01995,DB08753,0
O00305,DB01118,1
P07204,DB08824,0
Q9Y4R7,DB00277,1
P25713,DB03624,0
Q07864,DB07059,0
Q93086,DB01808,0
Q99456,DB11157,1
P40763,DB12155,1
P48058,DB01733,0
P28482,DB12429,1
P06401,DB00823,1
Q56310,DB03909,1
Q9BXI2,DB08196,0
P43353,DB00157,1
P31644,DB00404,1
P35348,DB06262,1
P54760,DB07249,1
Q9NPH2,DB09462,1
Q96QU6,DB04495,0
P06986,DB14025,0
A8MPY1,DB08576,0
P37321,DB12432,0
P54284,DB00825,1
Q7Z5B4,DB15367,0
P06009,DB04464,1
P28222,DB09068,1
Q7RTV2,DB07356,0
P69905,DB13257,1
Q92945,DB14942,0
P07550,DB15784,1
P39748,DB02549,0
P30411,DB05038,1
P0DOY9,DB12299,0
P50859,DB09040,1
Q01959,DB00408,1
P55210,DB02060,0
O60658,DB06699,0
P47870,DB01028,1
P00915,DB03854,1
Q840M4,DB12377,1
O95747,DB12010,1
P35590,DB12010,1
P25100,DB00477,1
Q14123,DB04368,0
Q5JUK3,DB08837,1
P0AEB3,DB16877,0
Q9Y233,DB14774,1
Q15858,DB00776,1
P08263,DB03619,1
P10613,DB00251,1
Q9KEQ1,DB01992,1
P13551,DB05869,0
Q15077,DB01001,0
P19634,DB12114,0
P11473,DB04540,1
P07477,DB06840,1
Q13621,DB05188,0
O00591,DB00753,1
P13631,DB00523,1
Q46079,DB04548,1
Q06AK7,DB01051,1
Q46704,DB01565,0
O43837,DB13874,1
P61925,DB01113,0
P83795,DB04646,1
P22830,DB01911,1
P10721,DB12978,1
P42261,DB15012,1
P44886,DB08120,0
P34903,DB01956,1
Q16678,DB08294,0
Q9NR19,DB11160,0
P08909,DB00656,1
P34969,DB09128,1
P33527,DB02376,0
O95665,DB01106,1
Q9UKQ2,DB02215,1
O95180,DB00661,1
Q01344,DB01093,1
Q8TBX8,DB01622,0
Q01064,DB00622,1
Q9R5V5,DB08184,0
Q92876,DB09352,0
P44783,DB02688,0
P06276,DB02110,0
P20309,DB01151,1
Q99542,DB00786,1
P69905,DB06154,1
Q6IA69,DB00142,1
P78334,DB00543,1
P62219,DB08124,0
P95780,DB01282,0
Q96I15,DB00114,1
P14324,DB04160,1
P07949,DB15822,1
P49146,DB02817,0
Q13621,DB00761,1
P05023,DB01158,1
P20701,DB04724,1
P04079,DB00445,0
O75348,DB00708,0
P18825,DB06678,1
P07358,DB07865,0
P56524,DB03292,0
P62993,DB08140,0
P61925,DB08569,1
Q08209,DB02991,0
Q46604,DB12024,0
Q9RX51,DB01268,0
O14936,DB08521,0
Q9K578,DB03129,0
P08200,DB07714,0
Q9NPD8,DB01199,0
Q99808,DB13715,1
P22607,DB01185,0
Q92953,DB04289,0
O00264,DB03179,0
Q92769,DB12645,1
P01116,DB12904,0
P35219,DB13139,0
P62955,DB06959,0
Q16478,DB04514,0
P39045,DB04742,1
P11387,DB18752,1
Q16678,DB08506,0
P0A953,DB03017,1
Q9UNX3,DB02494,1
Q9UI33,DB09345,1
P49327,DB07229,0
P07173,DB07392,1
P59998,DB07370,0
Q09428,DB00839,1
Q93D82,DB06749,0
P30536,DB00801,1
P03372,DB03742,1
Q4L5E4,DB01295,0
P31644,DB01159,1
Q15637,DB11753,0
P0CG30,DB03619,1
P14410,DB14528,0
Q8TCU5,DB00228,1
Q08289,DB02139,0
Q9H2P9,DB16252,0
P9WNS5,DB01965,1
P22748,DB09154,1
O14764,DB00402,1
Q9Y243,DB08661,0
P47869,DB00543,1
P22303,DB03283,1
P55196,DB08574,1
P62826,DB08420,0
P16932,DB12643,0
D6R448,DB04711,0
P08172,DB00508,1
Q9I194,DB13107,0
P07550,DB01408,1
P07986,DB02379,1
P0C0X8,DB02283,0
Q9XB61,DB04017,0
P08908,DB06684,1
O94760,DB00213,1
P11388,DB04858,1
P0C0J0,DB13070,0
P35372,DB00813,1
Q44048,DB03247,0
P14416,DB09223,1
P22894,DB02255,1
P27361,DB06195,1
O75469,DB01220,1
Q92831,DB08186,1
O75911,DB05490,0
Q53547,DB03297,1
P50416,DB06504,0
P35414,DB04716,0
O14746,DB17882,1
Q9UN88,DB11859,1
P0A805,DB04082,1
P07101,DB01664,0
Q13085,DB13581,0
P0A8Q3,DB00035,0
O15440,DB06315,0
P41021,DB06635,0
P13569,DB00171,1
Q96RD7,DB06307,0
Q92835,DB12843,0
Q9HTN2,DB02406,0
P24941,DB02538,1
O15270,DB01556,0
P35499,DB03790,0
Q14524,DB13269,1
P01876,DB04002,0
Q15942,DB11638,1
P60709,DB12695,1
P0A434,DB02138,1
P04181,DB08376,0
O60674,DB12645,1
Q9NY46,DB01069,1
P9WQ77,DB03518,0
Q9Y487,DB06156,0
P41143,DB09099,1
P0C0L5,DB08646,0
O14983,DB00228,1
Q01959,DB01149,1
P49840,DB12010,1
P04637,DB17549,1
P01599,DB12647,0
Q16853,DB06983,0
P03372,DB00396,1
Q9UEW8,DB02559,0
P30926,DB00184,1
P00947,DB03515,1
P22792,DB14533,1
Q9Y6M4,DB06505,0
P32297,DB00915,1
Q9NRP7,DB11893,0
P13001,DB14835,0
P49841,DB02796,0
P52597,DB08733,0
Q9HVJ6,DB00484,0
P48169,DB01353,1
P0AEK4,DB09075,0
Q9BY41,DB06603,1
Q9KEQ1,DB11791,0
P37231,DB13873,1
P22266,DB17758,0
Q6UX15,DB00957,0
P29422,DB12309,0
P00734,DB07091,1
P35749,DB18096,0
O00763,DB07539,0
P49327,DB03260,0
P55407,DB11859,0
P42262,DB13146,1
Q8IVL5,DB03958,0
P51857,DB07447,1
P50453,DB08703,0
P06576,DB07987,0
P53355,DB07156,0
Q96RI1,DB12276,1
P11229,DB16911,1
P0A751,DB17578,0
Q6NVY1,DB07252,0
P53848,DB03584,0
P04406,DB00157,1
Q01693,DB02664,1
P77444,DB02345,1
P46098,DB00988,1
P18545,DB00203,1
Q00653,DB00843,1
O60885,DB11712,0
P07900,DB08194,1
P00362,DB02263,1
P39265,DB19199,0
P0A6I9,DB02091,0
P01579,DB08809,0
Q15303,DB12010,1
P06744,DB06472,0
Q05397,DB00900,0
Q13555,DB00554,0
P08908,DB00477,1
Q16566,DB07226,0
P0A7J6,DB01369,1
P00966,DB02937,0
P41595,DB08839,1
Q9BZZ2,DB12610,0
P0DMV9,DB08846,1
P68400,DB08338,1
O43526,DB04288,0
P48167,DB00145,1
P13645,DB08084,0
P00749,DB03159,1
P42790,DB00786,0
Q04760,DB08542,0
Q96SL4,DB09096,1
Q9BQI3,DB02477,0
O75715,DB04036,0
P02747,DB00134,0
P11229,DB00321,1
P13945,DB13781,1
P35520,DB00133,1
P04049,DB04367,1
P14867,DB13335,1
P30536,DB12537,1
P14550,DB04035,0
P78334,DB01489,1
Q9UGI6,DB09089,1
Q9H228,DB07827,0
P08172,DB11855,1
P32427,DB06268,0
P27449,DB02164,0
Q9H3Y6,DB12010,1
P41180,DB12865,1
P17752,DB12095,1
P82543,DB01442,0
P0A9M5,DB07664,0
P0DP24,DB00753,1
Q9NZ42,DB02161,0
P49642,DB14487,0
P47870,DB01437,1
P18507,DB01553,1
Q51948,DB08637,1
P02766,DB17999,1
P08183,DB14069,1
Q07343,DB11650,1
Q8NET8,DB11288,1
A0A0H3JRU9,DB00470,0
Q8NG66,DB05944,0
P18314,DB04530,0
Q9NQU5,DB06771,0
Q01782,DB01856,0
Q14914,DB04747,0
Q51705,DB08891,0
P06239,DB02010,1
P50993,DB07167,0
Q14032,DB07594,0
Q13464,DB07437,0
Q98GN8,DB01905,0
Q13219,DB07950,0
P35228,DB04400,1
Q02818,DB06891,0
P50750,DB18823,1
P61925,DB07947,1
P03372,DB12235,1
P0A6K3,DB02168,0
Q9WZI0,DB07245,0
P09958,DB02867,0
O07529,DB08463,0
P02775,DB01946,0
P06010,DB08690,1
Q9UEW8,DB06766,0
P34903,DB04903,1
P14756,DB04711,0
P35346,DB12570,0
P28566,DB00408,1
Q9RC92,DB04447,1
Q13188,DB04631,0
P16112,DB07150,0
Q9NPB1,DB03569,0
P00811,DB07823,1
P18505,DB11582,1
Q79MP6,DB12934,0
Q9ZGI2,DB03953,0
Q14524,DB01346,1
Q70KI2,DB01326,1
Q7Z2W7,DB05229,0
Q13237,DB12509,0
P08588,DB00397,1
P23443,DB02370,0
Q03154,DB02776,0
P30518,DB07321,0
Q92952,DB00475,0
P10114,DB04137,1
P47869,DB00231,1
P22460,DB01069,1
P29074,DB16133,0
O60674,DB12500,1
P07451,DB00391,1
P23458,DB16756,1
O14965,DB03212,0
P52045,DB07497,0
P18085,DB16330,0
Q16637,DB02468,0
Q14500,DB00204,1
P17802,DB08118,0
Q13393,DB01234,0
P08235,DB00588,1
P56282,DB00242,1
Q9Y5Y4,DB11946,1
P51580,DB07913,0
Q96CD2,DB03247,1
P07919,DB08690,1
Q9H2S1,DB08837,1
P36544,DB05137,1
P23975,DB02943,0
Q9Y5K3,DB00122,1
P24311,DB04464,1
P28472,DB12537,1
P30418,DB06923,0
P56817,DB12285,1
Q96S86,DB08818,1
Q837V6,DB17490,0
Q13698,DB00228,1
P08192,DB02437,1
P02671,DB00136,0
P62277,DB08504,0
P18507,DB01588,1
P04040,DB19090,0
Q02846,DB08931,1
P23975,DB00514,1
P00403,DB05412,1
P08254,DB07987,1
P95276,DB04149,0
P18405,DB09389,1
P53004,DB03297,0
P18846,DB00852,1
Q15843,DB13060,0
P49411,DB04315,1
Q84FH6,DB11883,0
P49588,DB04649,0
Q14524,DB09088,1
P29474,DB03065,1
P48147,DB03535,1
Q14995,DB13004,0
Q13885,DB12695,1
P46736,DB07609,0
Q08462,DB00244,0
Q8VP84,DB18806,0
P08588,DB06262,1
Q13002,DB01351,1
P0ABQ4,DB03631,0
P30550,DB07219,0
Q9Y2U5,DB08350,0
P49424,DB03421,0
P05162,DB02379,1
Q15119,DB02441,0
Q04707,DB16700,0
P00691,DB01841,1
P28472,DB00371,1
Q01726,DB08487,0
Q12879,DB01043,1
P00491,DB01933,0
P00747,DB07368,0
Q9BXT2,DB00228,1
P17787,DB00981,1
P00091,DB00838,0
P55072,DB15449,0
P63092,DB06843,1
Q9UGM1,DB01224,0
P0A7D4,DB04566,1
P20231,DB06962,1
P28335,DB09194,1
Q16539,DB01988,1
P06009,DB01197,0
Q9NZ42,DB12852,1
Q9C0B1,DB06231,0
P63462,DB01483,0
Q16769,DB04581,1
P04278,DB14487,1
Q99584,DB19090,0
P47989,DB02833,0
P0A915,DB09119,0
Q13490,DB11782,1
Q13131,DB04944,1
P62913,DB00891,0
P09373,DB04652,0
P08294,DB12412,0
P54278,DB02930,1
P62593,DB07599,1
P08311,DB02360,1
O15143,DB08235,1
P39900,DB11961,1
P04271,DB06941,1
Q03013,DB03310,1
P0AB80,DB12177,0
Q9HCD5,DB04543,0
P09874,DB07677,1
P48735,DB13874,1
P03952,DB02375,0
P07998,DB08661,1
P14385,DB02741,0
Q86W47,DB02823,0
P13196,DB01253,0
P52895,DB06777,1
P0AAI5,DB08366,1
Q9UJ96,DB04754,0
Q12866,DB11950,0
P07237,DB14487,1
P03007,DB00706,0
P53671,DB11718,1
Q9Y233,DB08391,1
P54289,DB11825,1
Q96LB9,DB04736,1
P0A8V2,DB02878,0
P34972,DB16321,1
P21730,DB14512,0
Q09093,DB00325,0
Q9NZK7,DB00233,1
Q9UKE5,DB08258,0
Q16644,DB07728,1
Q15102,DB07821,1
P22983,DB11805,0
P35372,DB00514,1
P83223,DB15446,0
P17412,DB01007,0
Q99437,DB05262,0
Q99707,DB12515,0
P12104,DB04879,0
P23280,DB03854,1
P00533,DB00317,1
Q14573,DB02182,0
P25779,DB04427,1
Q01959,DB00865,1
P0DP25,DB03977,1
P50613,DB07953,0
O75489,DB00634,0
Q9NYL2,DB04299,0
Q93EK7,DB00165,0
P0C0T5,DB04367,0
P10635,DB14011,1
P48764,DB06468,1
P18825,DB00182,1
P9WNX1,DB09038,0
P0C278,DB01677,1
Q9UEW3,DB07404,0
P14193,DB14061,0
P30542,DB03104,0
P42574,DB08497,1
P61925,DB08756,1
P10599,DB06780,0
Q9LCC8,DB04029,1
P28336,DB18007,0
P50440,DB01892,0
Q3JUV5,DB03552,0
P49354,DB08531,0
O14842,DB16822,0
P80040,DB04524,0
P14867,DB12458,1
P9WH11,DB04585,0
P04818,DB04530,1
Q96GD4,DB06266,0
Q53591,DB06886,0
Q01064,DB09283,1
Q9HCU8,DB08304,0
O15399,DB11823,1
A0A045ISQ8,DB07100,0
Q8RQE7,DB08950,0
Q13285,DB01826,0
P00352,DB00157,1
Q9BZX2,DB02097,1
Q99928,DB00231,1
P30901,DB00977,0
P10275,DB01128,1
P16435,DB03147,1
P10721,DB06436,1
Q8TBX8,DB12010,1
P05023,DB13996,1
P35372,DB19094,1
P14868,DB00925,0
P55769,DB03549,0
P03372,DB02187,1
P11717,DB11848,1
P18825,DB06764,1
P54709,DB09050,0
Q7Z4W1,DB03461,1
P35908,DB14487,1
Q9K597,DB14212,0
Q86VU5,DB03923,1
P12821,DB12199,0
P19235,DB02337,0
O43497,DB09235,1
Q14831,DB08420,0
P23234,DB02663,0
P11229,DB01224,1
P06132,DB03727,1
Q01668,DB13746,1
O75173,DB03220,0
P27707,DB03176,0
P71278,DB04528,1
O00591,DB01511,1
Q9H3Y6,DB07467,0
P49760,DB00809,0
P36507,DB14904,1
O00591,DB00231,1
Q13489,DB08348,0
P27815,DB12457,0
P9WNG3,DB03264,1
P0DP24,DB14511,1
P05618,DB02299,0
Q9NTG7,DB04749,0
Q08638,DB00903,0
Q07864,DB03725,0
O14764,DB00897,1
P00800,DB08045,0
Q14376,DB03501,1
O75964,DB06402,0
P00751,DB17984,0
O60266,DB11934,0
P16219,DB07926,0
P0ABA0,DB16822,0
P84888,DB08767,1
Q99584,DB11093,1
P32055,DB02335,0
P18089,DB00934,1
P49913,DB02316,0
Q6GII7,DB06960,0
P36544,DB14011,1
P23219,DB18267,1
P12931,DB02129,0
Q99720,DB05316,1
P9WP23,DB11817,0
P03372,DB02256,0
P09466,DB02405,1
P61497,DB14806,0
P09063,DB18736,0
P05177,DB01188,0
P09848,DB16879,0
Q81F54,DB08617,0
P15085,DB07506,1
Q9NZ42,DB12263,1
P16113,DB00452,0
P35367,DB04905,1
P50579,DB07313,1
Q71U36,DB00906,0
O95182,DB00945,0
P14867,DB01544,1
P0A721,DB03139,0
Q8IWU9,DB16854,0
P9WNL9,DB03306,0
P25100,DB06148,1
P34896,DB03015,0
O14730,DB05431,0
P07550,DB01580,1
P22364,DB02947,0
P77398,DB08815,0
P18548,DB03938,1
P00381,DB03125,1
P62241,DB05057,0
P53671,DB07482,0
P00734,DB07521,1
K7YNB3,DB01407,0
P9WNG3,DB08332,0
Q13464,DB00550,0
Q9NR19,DB02832,0
P16384,DB02270,1
O15146,DB00947,0
P06401,DB00239,0
Q6UX15,DB11865,0
Q8TF76,DB00396,0
P0A6J8,DB11496,0
Q9BY49,DB00173,1
P16109,DB12211,1
P09417,DB00157,1
Q9UL62,DB00749,0
O52806,DB00734,0
Q9Y4K4,DB08082,0
O15540,DB05460,0
Q99720,DB00409,1
A9JQL9,DB12235,0
Q9NZD4,DB14501,1
P35557,DB12199,0
Q14957,DB13146,1
P50416,DB01074,1
P43088,DB02056,1
P20309,DB13581,1
P84888,DB00453,0
P51681,DB04835,1
P00805,DB02660,0
P18505,DB00363,1
Q92793,DB02267,0
Q16558,DB01056,0
P04049,DB00423,0
P21549,DB04083,1
P00915,DB00562,1
Q13547,DB03568,1
P0A076,DB02106,0
P38936,DB08218,0
P24941,DB07687,1
P35228,DB06879,1
Q16678,DB02016,0
P12995,DB04083,1
Q03181,DB07070,1
P49841,DB04014,1
Q9UNP4,DB09238,0
Q99572,DB12594,1
P49356,DB04960,1
P16615,DB06157,1
P34972,DB13950,1
P50406,DB00502,1
P04150,DB00180,1
P00918,DB03598,1
Q9NYP7,DB05434,0
Q9X112,DB05824,0
P12931,DB04272,1
P39805,DB16703,0
Q03181,DB09006,1
Q99707,DB16879,0
P9WPB5,DB03787,0
Q8IU85,DB08454,1
A0A023W3H0,DB19199,0
O60896,DB13925,0
Q9NYX4,DB00831,1
Q4W8W1,DB00172,1
Q92930,DB04315,1
P07944,DB04041,1
P50440,DB04517,0
P15085,DB08368,1
P84139,DB05407,0
Q9I596,DB06813,0
P49585,DB00466,0
O67931,DB08334,0
P61073,DB11970,1
P16233,DB01083,1
P29973,DB00937,0
O75874,DB17097,1
Q13464,DB04707,1
P83793,DB07874,0
Q14957,DB06741,1
Q96C36,DB02105,0
O60391,DB00874,1
O14764,DB13437,1
P11229,DB00726,1
P13945,DB13777,1
P49327,DB02309,0
P00780,DB02560,1
P28221,DB06578,1
Q8TED1,DB04524,0
P38606,DB02980,0
P28070,DB17097,0
Q837V6,DB07043,1
P14210,DB02264,1
P00509,DB06735,0
Q14832,DB01440,0
Q8IWL2,DB06605,0
P00450,DB03233,0
P07550,DB09273,1
P95673,DB03326,0
P00491,DB08170,0
P25101,DB04674,1
O95747,DB01846,0
P01009,DB05961,1
P04150,DB03516,0
P49913,DB14895,0
P08913,DB00865,1
Q13882,DB14941,0
P9WKE1,DB02452,1
Q6UX15,DB12273,0
Q9H4B7,DB08871,1
P35368,DB00661,1
P46939,DB06751,0
Q05581,DB03855,0
P34903,DB00231,1
Q9NWM0,DB04410,0
Q01959,DB04821,1
P54710,DB11590,1
P35372,DB16146,1
Q9H093,DB07565,0
P15121,DB01852,1
P08172,DB00342,1
P30837,DB04216,0
P07773,DB04158,0
P00811,DB00456,1
P10826,DB02877,1
Q9UBQ6,DB03915,0
P50993,DB12350,1
P51584,DB07767,1
O14764,DB01595,1
P11678,DB01065,1
P0A927,DB04485,1
P07477,DB02744,1
P09546,DB00344,0
P05019,DB02643,1
Q51782,DB08375,0
P23219,DB03753,1
Q9S400,DB04539,1
P53779,DB04888,0
P0DP25,DB08231,1
P00803,DB03629,0
P20309,DB00505,1
P36507,DB11689,1
O75116,DB00628,0
P07998,DB08596,1
Q47066,DB12935,0
P47895,DB08342,0
Q7Z2W7,DB19202,1
Q12852,DB07189,0
P48169,DB00252,1
P25100,DB01576,1
Q06319,DB03059,1
P0DP23,DB01115,1
P56556,DB00157,1
O00591,DB11582,1
P13693,DB11348,1
P16219,DB06188,0
P04118,DB16849,0
Q26609,DB01890,0
Q9UNP4,DB04541,0
Q53ET4,DB02633,0
P0AG59,DB12455,1
P35408,DB12789,1
P02746,DB00321,0
Q9UBS5,DB07342,0
P48169,DB00829,1
P28066,DB08267,0
Q99928,DB14719,1
O75964,DB01240,0
P0A751,DB03397,1
P07101,DB07115,0
P32397,DB01611,0
P49841,DB03777,1
Q9UBN7,DB00313,1
P55263,DB00131,1
P40763,DB17578,1
Q9HCP0,DB03816,0
P51151,DB03636,0
P22748,DB03581,0
Q55793,DB02346,1
P83844,DB00207,0
P00811,DB08552,1
P32320,DB05423,0
Q13554,DB04657,0
Q9NRA0,DB04892,0
P22262,DB02214,0
P08172,DB00366,1
P26392,DB12085,0
P47869,DB04903,1
P09486,DB11348,1
P51691,DB02289,1
Q72K87,DB02192,0
P83792,DB04203,0
P04118,DB08222,1
P35030,DB01581,0
P10276,DB00523,1
P00742,DB07875,1
P14489,DB02122,1
P28335,DB06144,1
L0LZJ6,DB08048,0
P16218,DB03849,0
Q9KU37,DB11902,0
Q9GZT4,DB03911,0
P42971,DB01598,1
P21728,DB09286,1
P16219,DB00340,0
P09848,DB07669,0
